timestamp,data
2025-11-05T12:00:00,file:///home/maquiavels/Documents/GitDirectory/AutoCheckRH/test_note.html
2025-11-05T18:07:38,﻿http://www.fazenda.pr.gov.br/nfce/qrcode?p=41251047568820000148650020000026011000018012|2|1|1|A54E263F20FBBA3B9FF2122B860417070E9B7D12
2025-11-05T18:07:57,﻿http://www.fazenda.pr.gov.br/nfce/qrcode?p=41251029257074000190650010000101791075986505|2|1|1|F98A88FE0D6C415BAA719E820AF3EB82DE214EFE
2025-11-05T18:08:04,http://www.fazenda.pr.gov.br/nfce/qrcode?p=41251002856070000171650010000016301175792010|2|1|2|DCC624D57896F597334B583F70EBEC58E30EC83D
2025-11-05T18:08:51,http://www.fazenda.pr.gov.br/nfce/qrcode?p=41251041568991000190650010000116401000119160|2|1|1|24057EFDCC30AEF3A174DBCC46ED10C3AE298D41
