orig_url,final_url,numero,emissao,valor_pagar,status_code,title,meta_description,h1,num_links,emails,fetch_time,error
file:///home/maquiavels/Documents/GitDirectory/AutoCheckRH/test_note.html,file:///home/maquiavels/Documents/GitDirectory/AutoCheckRH/test_note.html,653483,05/11/2025 10:12:28,"20,21",200,DF-e Portal/Pr - Consulta DANFE NFC-e,,Imprimir,1,,0.003,
